290000;-92;48;56
291000;-92;44;56
292000;-92;44;56
293000;-100;40;56
294000;-100;40;52
295000;-100;36;56
296000;-112;36;56
297000;-120;40;60
298000;-132;40;60
299000;-128;40;60
300000;-116;36;56
301000;-108;36;48
302000;-104;36;48
303000;-104;36;48
304000;-104;36;48
305000;-108;36;48
306000;-112;36;48
307000;-120;32;52
308000;-124;28;52
309000;-124;28;52
310000;-128;20;44
311000;-128;20;44
312000;-128;8;40
313000;-128;4;40
314000;-120;4;36
315000;-116;-4;32
316000;-108;-4;28
317000;-100;-4;28
318000;-96;0;28
319000;-96;0;28
320000;-92;4;32
321000;-88;4;32
322000;-88;8;36
323000;-88;12;36
324000;-88;12;40
325000;-92;12;40
326000;-92;12;40
327000;-92;12;40
328000;-92;8;40
329000;-92;8;40
330000;-96;4;40
331000;-100;0;40
332000;-100;0;40
333000;-104;-8;36
334000;-104;-12;36
335000;-104;-12;32
336000;-100;-12;32
337000;-100;-12;32
338000;-100;-12;32
339000;-100;-4;32
340000;-100;-4;28
341000;-100;0;28
342000;-100;4;28
343000;-100;4;24
344000;-104;4;28
345000;-104;4;28
346000;-108;4;32
347000;-116;8;40
348000;-120;8;44
349000;-124;12;48
350000;-124;20;48
351000;-124;20;48
352000;-120;28;44
353000;-120;28;44
354000;-120;32;44
355000;-124;36;44
356000;-124;40;44
357000;-124;40;44
358000;-124;40;44
359000;-124;40;44
360000;-124;40;48
361000;-124;40;48
362000;-124;40;48
363000;-120;32;52
364000;-104;24;48
365000;-100;20;44
366000;-92;16;44
367000;-84;12;40
368000;-84;12;40
369000;-80;16;40
370000;-80;20;40
371000;-80;24;48
372000;-80;24;48
373000;-80;24;52
374000;-84;28;52
375000;-84;32;56
376000;-88;32;56
377000;-88;36;56
378000;-88;36;56
379000;-88;36;56
380000;-88;40;52
381000;-88;40;52
382000;-84;40;48
383000;-84;36;48
384000;-80;40;44
385000;-80;40;44
386000;-76;40;44
387000;-80;40;44
388000;-80;40;44
389000;-84;44;48
390000;-92;44;52
391000;-96;44;56
