18000;-52;100;-40
19000;-52;100;-40
20000;-52;100;-40
21000;-52;96;-40
22000;-48;92;-40
23000;-44;88;-40
24000;-40;88;-40
25000;-36;88;-40
26000;-32;84;-40
27000;-28;84;-36
28000;-28;88;-36
29000;-24;92;-32
30000;-24;88;-32
31000;-20;88;-32
32000;-20;88;-32
33000;-20;88;-36
34000;-20;88;-36
35000;-20;92;-40
36000;-20;96;-40
37000;-24;96;-40
38000;-24;96;-36
39000;-24;92;-36
40000;-20;88;-36
41000;-16;80;-40
42000;-12;76;-40
43000;-8;72;-40
44000;0;76;-36
45000;4;84;-40
46000;4;92;-36
47000;0;100;-36
48000;0;108;-32
49000;-4;112;-32
50000;-4;116;-32
51000;-12;120;-28
52000;-20;124;-32
53000;-28;124;-32
54000;-32;120;-32
55000;-28;120;-32
56000;-28;116;-32
57000;-28;108;-32
58000;-24;100;-32
59000;-20;92;-28
60000;-16;88;-28
61000;-8;80;-24
62000;-4;76;-24
63000;-4;72;-28
64000;0;68;-28
65000;0;68;-28
66000;0;68;-32
67000;-4;64;-32
68000;-8;64;-32
69000;-8;64;-32
70000;-16;64;-36
71000;-20;68;-40
72000;-20;72;-40
73000;-20;72;-40
74000;-20;76;-40
75000;-24;80;-44
76000;-24;80;-44
77000;-40;84;-44
78000;-44;80;-48
79000;-44;80;-48
80000;-44;76;-48
81000;-48;76;-48
82000;-48;76;-52
83000;-48;76;-52
84000;-60;80;-52
85000;-64;80;-56
86000;-68;80;-56
87000;-68;76;-52
88000;-72;72;-52
89000;-72;72;-52
90000;-76;68;-48
91000;-80;68;-44
92000;-88;64;-44
93000;-88;64;-44
94000;-96;64;-40
95000;-104;60;-40
96000;-112;56;-32
97000;-112;48;-32
98000;-116;44;-28
99000;-116;36;-24
100000;-116;32;-24
101000;-116;28;-20
102000;-116;24;-16
103000;-116;20;-12
104000;-112;16;-4
105000;-112;16;-4
106000;-108;12;-4
107000;-104;12;0
108000;-100;12;4
109000;-100;12;4
110000;-100;12;4
111000;-100;12;8
112000;-104;12;8
113000;-108;12;8
114000;-112;12;8
115000;-112;12;8
116000;-112;8;4
117000;-108;8;4
118000;-100;8;4
119000;-100;8;4
120000;-96;8;0
121000;-92;8;0
122000;-88;12;0
123000;-84;12;0
124000;-80;12;-4
125000;-80;12;-4
126000;-80;16;-4
127000;-84;16;-4
128000;-84;16;-4
129000;-88;16;-4
130000;-88;16;-4
131000;-88;12;-4
132000;-84;8;-8
133000;-88;8;-8
134000;-88;8;-8
135000;-92;8;-8
136000;-92;4;-12
137000;-96;4;-16
138000;-96;4;-16
139000;-96;0;-20
140000;-96;0;-24
141000;-92;-4;-24
142000;-88;0;-28
143000;-84;0;-28
144000;-84;0;-28
145000;-92;-4;-28
146000;-96;0;-28
147000;-104;0;-28
148000;-112;4;-28
149000;-120;4;-24
150000;-120;0;-24
151000;-120;0;-24
152000;-120;0;-20
153000;-120;0;-20
154000;-128;-12;-8
155000;-132;-12;-4
156000;-132;-12;-4
157000;-132;-12;-4
158000;-128;-8;-4
159000;-128;-8;-4
160000;-128;-8;-4
161000;-128;-8;-4
162000;-128;-8;-4
163000;-116;-8;0
164000;-116;-8;0
165000;-112;-8;0
166000;-112;-8;0
167000;-108;-8;4
168000;-108;-8;4
169000;-104;-4;4
170000;-104;-4;4
171000;-104;-4;4
172000;-108;0;8
173000;-108;0;8
174000;-112;0;16
175000;-112;0;16
176000;-112;-4;20
177000;-108;-4;20
178000;-96;-4;20
179000;-96;-4;20
180000;-84;-8;12
181000;-84;-8;12
182000;-80;-8;8
183000;-80;-8;8
184000;-80;0;4
185000;-80;0;4
186000;-80;0;4
187000;-76;4;8
188000;-76;4;8
189000;-80;8;8
190000;-76;8;12
191000;-76;8;12
192000;-72;12;12
193000;-72;12;12
194000;-72;12;8
195000;-76;12;8
196000;-76;12;8
197000;-76;12;8
198000;-80;12;8
199000;-80;12;8
200000;-80;12;8
201000;-84;12;8
202000;-88;12;8
203000;-100;16;8
204000;-104;12;8
205000;-112;12;8
206000;-112;16;8
207000;-116;20;8
208000;-120;20;4
209000;-124;24;4
210000;-132;24;4
211000;-140;20;8
212000;-148;20;8
213000;-152;16;8
214000;-152;12;4
215000;-144;8;4
216000;-136;8;0
217000;-124;4;-4
218000;-112;0;-8
219000;-112;0;-8
220000;-96;-4;-16
221000;-96;-8;-16
222000;-104;-8;-12
223000;-112;-8;-8
224000;-112;-12;-8
225000;-112;-12;-4
226000;-112;-12;0
227000;-112;-16;0
228000;-108;-20;0
229000;-104;-24;-4
230000;-104;-24;-12
231000;-104;-24;-12
232000;-84;-12;-16
233000;-84;-12;-16
234000;-72;4;-16
235000;-68;8;-16
236000;-68;8;-16
237000;-60;16;-12
238000;-60;16;-12
239000;-56;16;-8
240000;-56;16;-8
241000;-56;16;-8
242000;-56;16;-8
243000;-60;16;-8
244000;-60;16;-8
245000;-64;12;-8
246000;-64;12;-8
247000;-68;8;-8
248000;-68;8;-8
249000;-72;4;-12
250000;-72;4;-12
251000;-76;4;-12
252000;-76;4;-12
253000;-84;4;-16
254000;-84;4;-16
255000;-88;4;-16
256000;-88;4;-16
257000;-96;8;-16
258000;-96;8;-16
259000;-100;8;-16
260000;-104;8;-12
261000;-116;8;-12
262000;-116;8;-12
263000;-136;4;-8
264000;-140;0;-4
265000;-140;0;-4
266000;-144;0;-4
267000;-148;0;0
268000;-152;-4;0
269000;-156;-4;0
270000;-156;-4;-4
271000;-148;-8;-4
272000;-136;-8;-4
273000;-132;-8;-4
274000;-124;-8;0
275000;-120;-8;4
276000;-120;-4;4
277000;-120;-4;4
278000;-120;-4;0
279000;-120;-4;0
280000;-120;-4;0
281000;-120;-4;0
282000;-120;-4;4
283000;-120;0;4
284000;-112;-16;12
285000;-108;-16;16
286000;-100;-20;12
287000;-92;-24;8
288000;-84;-36;4
289000;-84;-40;0
290000;-76;-40;0
291000;-72;-36;0
292000;-68;-28;-4
293000;-64;-16;0
294000;-60;-8;0
295000;-60;-4;0
296000;-60;4;4
297000;-60;8;4
298000;-64;16;8
299000;-60;20;8
300000;-60;20;8
301000;-64;28;8
302000;-64;28;8
303000;-68;36;8
304000;-76;40;8
305000;-76;40;8
306000;-80;40;4
307000;-84;36;4
308000;-84;36;4
309000;-88;36;4
310000;-92;36;4
311000;-96;40;0
312000;-100;44;0
313000;-100;44;0
314000;-104;48;-4
315000;-104;48;-4
316000;-112;52;-4
317000;-116;56;-4
318000;-128;64;-4
319000;-128;64;-4
320000;-132;68;-4
